Rk,Class Year,Height,Player,Team,Conf_x,Min%,PRPG!,BPM,ORtg,Usg,eFG,TS,OR,DR,Ast,TO,Blk,Stl,FTR,2P,2-point field goal percentage,3P/100,3P,3-point field goal percentage,Year,Rk_ranking,Conf_y,G,Rec,AdjOE,AdjDE,Barthag,Eff. FG% - EFG%,Eff. FG% - EFGD%,Turnover% - TOR,Turnover% - TORD,Rebound% - ORB,Rebound% - DRB,FT Rate - FTR,FT Rate - FTRD,2-Pt % - 2P%,2-Pt % - 2P%D,3-Pt % - 3P%,3-Pt % - 3P%D,3P Rate - 3PR,3P Rate - 3PRD,Adj T.,WAB,Seed,Result,Rk_stats,Adj. Eff. - Off.,Adj. Eff. - Def.,Eff. FG% - Off.,Eff. FG% - Def.,Turnover% - Off.,Turnover% - Def.,Off. Reb% - Off.,Off. Reb% - Def.,FT Rate - Off.,FT Rate - Def.,FT% - Off.,FT% - Def.,2P% - Off.,2P% - Def.,3P% - Off.,3P% - Def.
41,Sr,'6-10',Luka Brajkovic,Davidson,A10,74.7,4.7,7.6,121.2,24.1,63.3,63.8,8.0,21.4,18.4,14.1,4.6,0.6,27.2,159-247,0.644,5.4,'35-87',0.402,2022,46.0,A10,34.0,'27-7',115.8,101.1,0.8261,55.6,49.5,14.8,16.7,23.6,22.4,32.5,28.0,54.2,48.9,38.5,33.6,41.1,43.8,64.6,2.1,10.0,R64,13.0,115.8,101.1,55.6,49.5,14.8,16.7,23.6,22.4,32.5,28.0,75.4,73.9,54.2,48.9,38.5,33.6
42,Jr,'5-11',Jordan Walker,UAB,CUSA,79.5,4.7,5.1,108.6,33.4,50.8,55.7,0.4,9.4,29.9,19.6,0.1,2.5,27.7,104-256,0.406,15.4,'114-285',0.4,2022,60.0,CUSA,35.0,'27-8',111.8,99.1,0.8001,52.8,48.4,16.4,21.1,33.3,27.5,29.3,31.3,50.8,47.8,38.0,32.9,32.7,37.0,68.9,-0.11,12.0,R64,29.0,111.8,99.1,52.8,48.4,16.4,21.1,33.3,27.5,29.3,31.3,74.0,70.6,50.8,47.8,38.0,32.9
43,Fr,'6-10',Paolo Banchero,Duke,ACC,82.2,4.7,7.1,111.3,27.2,52.0,55.7,6.5,19.1,17.5,15.4,2.7,1.9,36.6,201-383,0.525,5.9,'44-130',0.338,2022,6.0,ACC,39.0,'32-7',122.7,96.0,0.944,55.6,47.1,15.0,15.7,31.7,28.9,28.6,19.1,56.0,46.6,36.6,32.0,35.7,33.6,67.4,7.2,2.0,Final Four,1.0,122.7,96.0,55.6,47.1,15.0,15.7,31.7,28.9,28.6,19.1,73.8,69.1,56.0,46.6,36.6,32.0
44,Jr,'7-0',Jack Nunge,Xavier,BE,65.4,4.6,9.5,127.0,21.6,60.5,63.3,10.5,21.2,8.8,9.0,5.6,1.6,53.4,132-209,0.632,5.8,'35-96',0.365,2022,48.0,BE,36.0,'23-13',110.9,97.2,0.8204,50.9,48.3,16.7,18.1,29.3,26.1,35.3,25.9,52.2,48.3,32.2,32.2,35.6,36.6,68.6,-1.1,,,36.0,110.9,97.2,50.9,48.3,16.7,18.1,29.3,26.1,35.3,25.9,69.8,74.6,52.2,48.3,32.2,32.2
45,Jr,'6-0',Max Abmas,Oral Roberts,Sum,93.5,4.6,2.0,112.5,29.4,51.5,55.6,0.9,9.1,18.6,12.3,0.3,1.4,26.1,107-237,0.451,14.9,'106-280',0.379,2022,188.0,Sum,31.0,'19-12',108.1,109.7,0.4576,53.9,51.1,13.2,12.7,26.6,24.7,23.0,24.8,52.3,50.8,37.2,34.4,46.2,35.0,70.2,-6.8,,,69.0,108.1,109.7,53.9,51.1,13.2,12.7,26.6,24.7,23.0,24.8,72.2,70.4,52.3,50.8,37.2,34.4
46,Sr,'6-9',Gaige Prim,Missouri St,MVC,74.0,4.6,5.8,116.9,28.8,57.1,61.9,12.0,20.3,11.7,16.5,4.5,1.7,49.0,196-341,0.575,1.1,'6-18',0.333,2022,80.0,MVC,34.0,'23-11',112.1,101.8,0.7523,54.6,48.8,15.5,15.7,25.8,24.0,27.7,28.0,54.6,47.8,36.4,33.6,37.4,38.2,67.1,-2.5,,,26.0,112.1,101.8,54.6,48.8,15.5,15.7,25.8,24.0,27.7,28.0,79.9,75.9,54.6,47.8,36.4,33.6
47,So,'6-6',Bennedict Mathurin,Arizona,P12,80.6,4.6,6.7,116.9,23.5,53.7,57.7,5.1,12.6,13.8,12.9,0.8,1.6,36.9,135-260,0.519,10.2,'83-223',0.372,2022,9.0,P12,37.0,'33-4',118.0,93.7,0.9341,55.6,44.4,18.3,17.4,34.7,28.6,34.9,24.0,57.0,41.8,35.3,32.8,35.9,34.7,72.3,8.8,1.0,Sweet Sixteen,7.0,118.0,93.7,55.6,44.4,18.3,17.4,34.7,28.6,34.9,24.0,73.9,67.4,57.0,41.8,35.3,32.8
48,Sr,'6-4',Daylen Kountz,Northern Colorado,BSky,86.1,4.6,1.9,114.0,29.0,57.1,60.9,1.3,12.1,16.7,13.8,0.9,1.4,32.9,220-403,0.546,6.3,'58-135',0.43,2022,218.0,BSky,38.0,'22-16',106.9,111.2,0.3892,56.2,52.9,17.1,13.9,21.9,24.6,30.8,30.1,55.6,50.7,37.9,38.2,45.6,32.8,69.3,-9.0,,,88.0,106.9,111.2,56.2,52.9,17.1,13.9,21.9,24.6,30.8,30.1,70.6,73.7,55.6,50.7,37.9,38.2
49,Jr,'6-4',AJ Green,Northern Iowa,MVC,87.6,4.6,3.6,110.4,26.2,52.0,58.5,0.8,11.7,14.2,13.4,0.1,1.4,36.3,81-184,0.44,12.6,'92-237',0.388,2022,94.0,MVC,32.0,'20-12',110.2,102.1,0.7058,53.0,53.9,16.2,18.0,20.8,21.8,33.2,22.7,53.3,54.4,35.1,35.6,43.5,48.3,67.3,-2.9,,,42.0,110.2,102.1,53.0,53.9,16.2,18.0,20.8,21.8,33.2,22.7,79.0,72.8,53.3,54.4,35.1,35.6
50,So,'7-0',Mark Williams,Duke,ACC,58.9,4.6,12.1,138.6,18.6,71.8,72.4,13.2,21.4,6.9,12.3,11.3,1.3,28.9,191-265,0.721,0.1,'0-1',0.0,2022,6.0,ACC,39.0,'32-7',122.7,96.0,0.944,55.6,47.1,15.0,15.7,31.7,28.9,28.6,19.1,56.0,46.6,36.6,32.0,35.7,33.6,67.4,7.2,2.0,Final Four,1.0,122.7,96.0,55.6,47.1,15.0,15.7,31.7,28.9,28.6,19.1,73.8,69.1,56.0,46.6,36.6,32.0
1,Jr,'7-4',Zach Edey,Purdue,B10,76.7,7.2,14.3,125.9,32.6,60.7,63.9,21.6,27.2,13.4,13.8,7.2,0.5,50.4,290-478,0.607,0.0,'0-0',0.0,2023,7.0,B10,35.0,'29-6',117.9,93.7,0.9333,51.8,47.2,17.2,15.4,38.4,23.5,37.2,19.2,54.1,47.2,32.2,31.3,38.4,35.5,63.9,9.4,1.0,R64,10.0,117.9,93.7,51.8,47.2,17.2,15.4,38.4,23.5,37.2,19.2,74.4,73.8,54.1,47.2,32.2,31.3
2,Sr,'6-4',Jalen Pickett,Penn St,B10,89.8,6.6,10.0,118.7,29.3,55.2,57.6,4.0,19.6,39.3,13.2,1.6,1.6,23.0,215-394,0.546,5.4,'45-118',0.381,2023,36.0,B10,37.0,'23-14',117.5,100.7,0.8548,55.4,49.1,13.7,13.1,19.2,25.6,21.3,25.5,53.1,49.2,38.7,32.7,47.1,37.6,64.3,1.3,10.0,R32,11.0,117.5,100.7,55.4,49.1,13.7,13.1,19.2,25.6,21.3,25.5,73.9,70.6,53.1,49.2,38.7,32.7
3,Jr,'6-9',Trayce Jackson-Davis,Indiana,B10,78.7,6.4,14.7,118.5,30.1,58.2,60.9,10.1,24.7,24.8,14.3,9.0,1.4,46.7,262-450,0.582,0.0,'0-0',0.0,2023,35.0,B10,35.0,'23-12',113.1,96.9,0.8557,53.5,47.2,16.8,16.3,28.1,29.0,29.5,29.8,53.0,45.4,36.8,33.4,26.6,37.8,67.9,3.4,4.0,R32,36.0,113.1,96.9,53.5,47.2,16.8,16.3,28.1,29.0,29.5,29.8,71.1,70.4,53.0,45.4,36.8,33.4
4,Sr,'6-1',Antoine Davis,Detroit Mercy,Horz,92.5,6.1,5.2,115.6,35.1,52.3,56.8,1.3,8.5,22.7,14.9,0.1,2.0,24.3,140-338,0.414,18.6,'155-374',0.414,2023,220.0,Horz,33.0,'14-19',109.2,113.2,0.3963,51.4,53.6,17.6,17.1,35.8,29.7,27.2,28.9,46.4,52.6,38.7,36.8,42.7,39.4,67.0,0.0,,,87.0,109.2,113.2,51.4,53.6,17.6,17.1,35.8,29.7,27.2,28.9,77.2,75.7,46.4,52.6,38.7,36.8
5,Sr,'6-10',Drew Timme,Gonzaga,WCC,79.6,5.9,8.7,119.7,30.5,61.6,62.5,9.6,17.7,19.3,15.1,3.3,1.0,49.0,301-474,0.635,1.2,'4-24',0.167,2023,9.0,WCC,37.0,'31-6',123.2,99.0,0.9251,57.6,51.4,14.8,17.8,31.2,25.6,34.1,26.0,58.2,50.6,37.5,35.2,32.6,39.0,70.1,6.6,3.0,Elite Eight,1.0,123.2,99.0,57.6,51.4,14.8,17.8,31.2,25.6,34.1,26.0,69.4,73.3,58.2,50.6,37.5,35.2
6,Jr,'7-1',Ryan Kalkbrenner,Creighton,BE,73.6,5.7,10.0,133.4,19.4,70.5,72.5,9.5,12.0,7.8,13.6,5.9,1.1,38.7,213-296,0.72,1.0,'6-19',0.316,2023,13.0,BE,37.0,'24-13',115.0,93.2,0.9177,54.2,47.1,16.6,13.9,25.3,23.5,28.4,19.7,55.1,45.7,35.4,33.6,41.7,29.5,67.7,2.2,6.0,Elite Eight,21.0,115.0,93.2,54.2,47.1,16.6,13.9,25.3,23.5,28.4,19.7,78.3,72.6,55.1,45.7,35.4,33.6
7,Sr,'6-2',Cam Shelton,Loyola Marymount,WCC,89.0,5.7,8.1,116.6,30.4,55.2,57.9,4.0,14.2,27.3,14.0,0.5,2.9,35.7,187-346,0.54,7.6,'55-142',0.387,2023,128.0,WCC,31.0,'19-12',107.7,104.1,0.5981,53.1,51.8,18.3,16.2,30.2,24.6,31.6,34.9,51.9,52.0,36.5,34.3,43.1,33.1,67.1,-2.9,,,110.0,107.7,104.1,53.1,51.8,18.3,16.2,30.2,24.6,31.6,34.9,67.0,73.0,51.9,52.0,36.5,34.3
8,Sr,'6-5',Taevion Kinsey,Marshall,SB,94.1,5.6,7.5,122.3,26.3,56.4,59.9,4.3,8.9,26.6,12.1,1.3,2.4,40.0,246-440,0.559,2.2,'19-47',0.404,2023,91.0,SB,32.0,'24-8',109.6,100.6,0.7273,52.6,47.7,15.5,20.1,31.7,32.6,26.2,28.0,53.9,47.7,33.6,31.9,36.9,34.0,71.9,-2.8,,,82.0,109.6,100.6,52.6,47.7,15.5,20.1,31.7,32.6,26.2,28.0,69.8,63.9,53.9,47.7,33.6,31.9
9,Jr,'6-8',Kris Murray,Iowa,B10,75.6,5.6,8.0,118.5,25.6,54.8,57.2,8.5,17.8,11.7,9.5,3.4,1.7,25.9,151-259,0.583,11.2,'66-197',0.335,2023,41.0,B10,33.0,'19-14',119.9,103.9,0.8385,51.7,53.3,14.0,18.2,32.1,27.4,32.3,23.8,52.1,52.5,34.0,36.6,37.5,32.3,69.6,0.35,8.0,R64,4.0,119.9,103.9,51.7,53.3,14.0,18.2,32.1,27.4,32.3,23.8,73.8,74.6,52.1,52.5,34.0,36.6
10,Sr,'6-9',Oscar Tshiebwe,Kentucky,SEC,78.3,5.6,9.5,122.6,24.5,56.0,60.3,19.5,27.9,9.4,14.8,3.3,2.9,54.0,195-346,0.564,0.1,'0-2',0.0,2023,26.0,SEC,34.0,'22-12',115.7,97.7,0.8738,50.6,48.6,17.4,16.6,39.2,25.0,31.9,29.9,50.0,48.6,34.7,32.4,30.0,35.5,65.8,1.6,6.0,R32,18.0,115.7,97.7,50.6,48.6,17.4,16.6,39.2,25.0,31.9,29.9,70.6,74.4,50.0,48.6,34.7,32.4
11,Jr,'6-1',Steven Ashworth,Utah St,MWC,82.9,5.6,8.4,127.8,21.8,60.4,65.3,1.2,10.1,26.1,13.7,0.1,2.1,38.5,56-109,0.514,12.7,'106-247',0.429,2023,30.0,MWC,35.0,'26-9',115.4,98.0,0.867,55.5,48.1,17.6,15.8,27.4,24.5,34.9,30.3,54.5,46.2,37.9,34.5,42.0,34.1,68.6,2.9,10.0,R64,19.0,115.4,98.0,55.5,48.1,17.6,15.8,27.4,24.5,34.9,30.3,76.6,74.0,54.5,46.2,37.9,34.5
12,Sr,'7-0',Jake Stephens,Chattanooga,SC,56.1,5.6,10.8,120.9,30.5,61.5,66.0,7.8,26.0,26.0,17.8,7.7,1.8,44.5,112-184,0.609,9.3,'48-115',0.417,2023,171.0,SC,35.0,'18-17',107.3,107.3,0.5001,54.0,50.9,17.5,15.3,27.3,26.7,32.0,30.2,51.8,50.6,37.3,34.2,52.0,42.8,68.0,-11.3,,,118.0,107.3,107.3,54.0,50.9,17.5,15.3,27.3,26.7,32.0,30.2,71.6,76.7,51.8,50.6,37.3,34.2
13,Sr,'6-1',Xavier Castaneda,Akron,MAC,79.4,5.5,8.0,121.9,29.4,54.4,62.3,2.8,11.8,19.0,13.5,0.2,1.7,59.1,65-136,0.478,15.9,'102-265',0.385,2023,112.0,MAC,33.0,'22-11',108.6,103.0,0.6479,51.9,49.7,16.6,17.8,29.8,26.5,33.7,28.0,51.5,48.1,35.0,35.0,43.9,35.3,65.2,-4.9,,,95.0,108.6,103.0,51.9,49.7,16.6,17.8,29.8,26.5,33.7,28.0,75.5,74.5,51.5,48.1,35.0,35.0
14,Sr,'5-11',Tylor Perry,North Texas,CUSA,82.6,5.5,10.1,124.3,24.4,57.2,63.3,2.0,10.7,12.6,13.7,0.2,2.7,43.6,63-132,0.477,15.0,'111-269',0.413,2023,33.0,CUSA,38.0,'31-7',110.0,93.8,0.8623,51.2,44.5,19.8,19.9,33.4,28.6,31.0,40.2,49.6,44.2,35.7,30.1,41.7,34.9,58.7,1.1,,,69.0,110.0,93.8,51.2,44.5,19.8,19.9,33.4,28.6,31.0,40.2,76.7,68.8,49.6,44.2,35.7,30.1
15,So,'6-5',Brandin Podziemski,Santa Clara,WCC,86.2,5.4,10.0,120.5,25.5,57.6,60.8,5.5,21.0,20.8,14.0,1.3,2.8,32.3,137-267,0.513,9.0,'80-179',0.447,2023,81.0,WCC,33.0,'23-10',109.7,99.5,0.7537,52.4,50.8,17.4,16.7,30.2,24.4,30.6,25.4,50.2,48.7,37.6,36.0,36.3,38.8,69.8,0.1,,,79.0,109.7,99.5,52.4,50.8,17.4,16.7,30.2,24.4,30.6,25.4,70.3,73.1,50.2,48.7,37.6,36.0
16,Sr,'6-3',Adam Flagler,Baylor,B12,78.9,5.4,7.0,120.4,22.8,52.8,56.2,1.1,7.7,27.9,13.0,0.2,2.1,26.6,88-194,0.454,10.9,'80-200',0.4,2023,17.0,B12,34.0,'23-11',121.7,100.6,0.8992,53.2,51.6,17.9,19.9,34.4,30.9,36.8,31.3,51.6,53.3,36.8,32.5,44.9,37.9,66.9,5.2,3.0,R32,2.0,121.7,100.6,53.2,51.6,17.9,19.9,34.4,30.9,36.8,31.3,74.4,71.8,51.6,53.3,36.8,32.5
17,Sr,'6-7',Jordan Miller,Miami FL,ACC,86.9,5.4,6.9,127.2,20.0,58.5,61.6,7.2,14.0,14.1,11.1,1.3,2.0,31.3,186-309,0.602,4.1,'32-91',0.352,2023,27.0,ACC,37.0,'29-8',119.1,100.9,0.8715,54.3,51.2,16.1,18.1,31.8,28.8,30.7,24.0,53.8,51.8,36.8,33.5,34.2,38.5,68.6,3.7,5.0,Final Four,7.0,119.1,100.9,54.3,51.2,16.1,18.1,31.8,28.8,30.7,24.0,78.4,74.1,53.8,51.8,36.8,33.5
18,Sr,'6-0',Kendric Davis,Memphis,Amer,84.2,5.4,7.2,111.1,31.4,47.3,55.1,1.8,9.7,30.0,15.5,0.6,3.1,47.4,163-363,0.449,8.8,'65-188',0.346,2023,16.0,Amer,35.0,'26-9',115.4,95.0,0.903,53.0,46.7,18.3,20.8,31.2,32.7,35.4,34.4,53.1,47.1,35.3,30.8,29.1,42.9,71.0,4.7,8.0,R64,20.0,115.4,95.0,53.0,46.7,18.3,20.8,31.2,32.7,35.4,34.4,74.7,73.9,53.1,47.1,35.3,30.8
19,Sr,'5-9',Darius McGhee,Liberty,ASun,82.1,5.3,11.0,114.4,33.6,55.8,58.9,1.6,11.3,21.3,10.9,0.6,3.1,20.5,107-205,0.522,22.1,'150-390',0.385,2023,49.0,ASun,36.0,'27-9',111.4,97.3,0.8246,55.5,49.3,16.0,18.9,25.3,20.2,26.2,27.8,56.4,48.6,36.4,33.6,48.7,37.0,64.4,-2.0,,,54.0,111.4,97.3,55.5,49.3,16.0,18.9,25.3,20.2,26.2,27.8,71.7,73.3,56.4,48.6,36.4,33.6
20,Sr,'6-0',Isaiah Stevens,Colorado St,MWC,71.8,5.3,4.4,111.9,28.0,51.5,55.5,2.4,8.7,38.1,13.2,0.9,1.2,23.8,118-236,0.5,7.9,'44-121',0.364,2023,108.0,MWC,33.0,'15-18',110.9,104.6,0.6629,54.8,52.2,16.7,17.9,19.6,27.1,29.8,29.6,55.8,51.0,35.5,35.8,38.4,43.1,66.2,-6.7,,,58.0,110.9,104.6,54.8,52.2,16.7,17.9,19.6,27.1,29.8,29.6,74.2,74.4,55.8,51.0,35.5,35.8
21,Sr,'6-0',Max Abmas,Oral Roberts,Sum,91.1,5.2,5.4,120.3,27.5,54.5,60.2,1.5,10.1,19.8,11.3,0.6,1.8,33.4,104-201,0.517,14.4,'108-287',0.376,2023,83.0,Sum,35.0,'30-5',111.8,101.6,0.7487,55.4,48.6,13.3,17.4,24.5,27.7,24.2,21.7,55.9,46.8,36.5,34.3,46.0,39.4,70.2,1.6,12.0,R64,47.0,111.8,101.6,55.4,48.6,13.3,17.4,24.5,27.7,24.2,21.7,78.1,71.8,55.9,46.8,36.5,34.3
22,Sr,'5-8',Markquis Nowell,Kansas St,B12,90.7,5.2,8.6,111.0,27.6,48.1,56.0,1.2,9.7,42.9,20.4,0.2,3.9,44.6,92-218,0.422,10.6,'88-248',0.355,2023,24.0,B12,36.0,'26-10',112.6,94.7,0.8803,52.3,48.1,19.3,21.0,29.9,30.3,36.1,36.3,52.8,49.2,34.3,30.8,36.1,36.9,69.8,4.2,3.0,Elite Eight,39.0,112.6,94.7,52.3,48.1,19.3,21.0,29.9,30.3,36.1,36.3,74.8,69.8,52.8,49.2,34.3,30.8
23,Jr,'6-11',Azuolas Tubelis,Arizona,P12,75.6,5.2,8.8,116.1,28.4,58.0,61.4,10.6,21.8,14.0,15.3,2.3,2.1,37.0,264-449,0.588,1.7,'Oct-32',0.313,2023,8.0,P12,35.0,'28-7',119.4,95.4,0.9292,56.5,47.1,18.4,16.9,30.7,26.1,35.8,25.5,56.4,46.2,37.8,32.3,37.7,38.7,72.2,7.6,2.0,R64,6.0,119.4,95.4,56.5,47.1,18.4,16.9,30.7,26.1,35.8,25.5,70.8,71.3,56.4,46.2,37.8,32.3
24,Sr,'6-2',Marcus Sasser,Houston,Amer,74.9,5.1,11.0,123.5,24.9,54.9,59.8,1.4,8.9,19.6,12.9,0.7,3.2,34.7,95-185,0.514,13.9,'96-250',0.384,2023,3.0,Amer,37.0,'33-4',117.3,90.3,0.9532,52.3,42.7,15.4,21.1,37.1,27.7,28.9,35.7,53.1,43.4,34.0,27.9,37.9,43.5,63.4,8.0,1.0,Sweet Sixteen,13.0,117.3,90.3,52.3,42.7,15.4,21.1,37.1,27.7,28.9,35.7,73.3,68.9,53.1,43.4,34.0,27.9
25,Sr,'6-2',Cameron Parker,Portland St,BSky,85.1,5.1,5.7,122.4,24.9,55.1,64.0,0.9,12.5,35.9,15.7,0.2,1.8,82.2,131-243,0.539,2.5,'18-44',0.409,2023,235.0,BSky,31.0,'12-19',102.4,107.5,0.3638,49.6,55.0,16.8,21.3,24.0,31.4,34.8,46.6,49.7,55.0,33.0,36.8,36.1,33.5,72.3,-12.9,,,209.0,102.4,107.5,49.6,55.0,16.8,21.3,24.0,31.4,34.8,46.6,73.2,74.1,49.7,55.0,33.0,36.8
26,Jr,'6-2',RayJ Dennis,Toledo,MAC,84.9,5.0,4.9,119.5,28.6,53.1,56.0,2.7,12.1,31.6,11.5,0.6,2.4,23.7,206-392,0.526,6.9,'51-140',0.364,2023,88.0,MAC,35.0,'27-8',119.9,109.6,0.7369,56.3,52.9,13.6,18.3,29.8,30.9,34.4,27.5,54.6,52.1,39.7,36.1,35.5,37.9,69.5,-1.2,,,5.0,119.9,109.6,56.3,52.9,13.6,18.3,29.8,30.9,34.4,27.5,77.0,74.6,54.6,52.1,39.7,36.1
27,Sr,'6-1',Tyree Appleby,Wake Forest,ACC,91.1,5.0,5.3,112.0,28.7,51.5,58.0,1.4,9.4,34.6,18.6,0.2,2.7,48.4,109-222,0.491,10.1,'77-214',0.36,2023,85.0,ACC,33.0,'19-14',111.4,101.5,0.7432,54.2,51.6,17.1,17.3,24.8,26.6,32.1,26.7,54.0,51.0,36.4,35.0,45.4,38.6,69.4,-3.0,,,53.0,111.4,101.5,54.2,51.6,17.1,17.3,24.8,26.6,32.1,26.7,74.6,71.9,54.0,51.0,36.4,35.0
28,Sr,'5-11',Jordan Walker,UAB,CUSA,70.5,5.0,7.7,114.8,30.4,52.2,56.5,1.1,7.8,26.3,15.3,0.0,2.1,28.1,98-219,0.447,18.3,'135-357',0.378,2023,38.0,CUSA,39.0,'29-10',112.4,97.0,0.8454,50.3,47.3,17.3,19.3,35.8,29.3,35.7,28.9,48.8,47.2,35.6,31.6,31.5,38.1,70.7,-0.48,,,42.0,112.4,97.0,50.3,47.3,17.3,19.3,35.8,29.3,35.7,28.9,74.0,72.6,48.8,47.2,35.6,31.6
29,Jr,'7-1',Hunter Dickinson,Michigan,B10,80.0,5.0,9.3,116.4,27.1,58.7,61.4,8.3,22.4,10.5,13.6,5.4,0.9,36.9,220-379,0.58,3.0,'24-57',0.421,2023,44.0,B10,34.0,'18-16',111.7,97.1,0.8323,51.6,47.9,15.2,14.4,25.7,25.8,30.8,25.8,51.0,48.0,35.1,31.7,37.3,33.8,67.5,-1.8,,,50.0,111.7,97.1,51.6,47.9,15.2,14.4,25.7,25.8,30.8,25.8,71.1,69.8,51.0,48.0,35.1,31.7
30,Sr,'6-8',Kobe Brown,Missouri,SEC,71.2,5.0,8.1,125.6,23.5,62.5,65.5,7.3,18.3,16.7,13.6,1.9,2.8,35.6,143-239,0.598,6.4,'51-112',0.455,2023,65.0,SEC,35.0,'25-10',117.5,104.5,0.7939,55.0,52.3,15.8,24.0,26.3,37.2,29.1,34.2,55.8,52.2,36.0,35.0,43.2,44.2,68.9,3.5,7.0,R32,12.0,117.5,104.5,55.0,52.3,15.8,24.0,26.3,37.2,29.1,34.2,75.8,75.1,55.8,52.2,36.0,35.0
31,Fr,'6-9',Brandon Miller,Alabama,SEC,80.0,4.9,11.0,117.0,25.0,53.3,58.3,6.7,17.7,12.7,14.7,2.4,1.5,32.9,116-240,0.483,12.5,'106-276',0.384,2023,2.0,SEC,37.0,'31-6',116.1,89.0,0.9548,52.1,41.3,18.7,15.8,34.2,27.9,36.6,32.6,53.8,40.8,33.5,28.3,47.2,30.0,72.6,10.2,1.0,Sweet Sixteen,15.0,116.1,89.0,52.1,41.3,18.7,15.8,34.2,27.9,36.6,32.6,72.5,71.1,53.8,40.8,33.5,28.3
32,Jr,'6-10',Josh Cohen,Saint Francis,NEC,86.4,4.9,5.0,118.4,29.9,58.5,60.5,8.8,19.3,17.4,10.5,2.7,1.5,56.6,245-418,0.586,0.1,'0-1',0.0,2023,326.0,NEC,31.0,'13-18',100.7,115.1,0.1775,51.9,51.9,18.3,14.7,25.3,28.9,32.8,29.9,50.4,52.7,36.4,33.7,35.8,35.1,68.3,0.0,,,242.0,100.7,115.1,51.9,51.9,18.3,14.7,25.3,28.9,32.8,29.9,69.9,68.8,50.4,52.7,36.4,33.7
33,Sr,'6-3',Souley Boum,Xavier,BE,87.9,4.9,5.3,119.2,21.1,53.2,59.6,1.3,12.2,20.0,14.1,0.4,1.6,42.1,108-230,0.47,8.2,'78-193',0.404,2023,20.0,BE,37.0,'27-10',118.0,98.5,0.8891,55.2,50.3,17.2,16.2,30.8,25.0,31.4,27.0,53.8,48.6,39.0,35.8,31.2,33.5,70.5,5.4,3.0,Sweet Sixteen,9.0,118.0,98.5,55.2,50.3,17.2,16.2,30.8,25.0,31.4,27.0,71.0,71.7,53.8,48.6,39.0,35.8
34,Jr,'6-9',Adama Sanogo,Connecticut,BE,66.5,4.8,10.3,122.7,26.4,62.7,64.8,11.6,21.3,11.5,16.1,3.2,1.5,28.0,258-405,0.637,2.9,'19-52',0.365,2023,1.0,BE,39.0,'31-8',121.5,91.2,0.9643,53.9,44.4,18.9,18.5,38.5,26.1,30.8,37.8,53.6,44.4,36.3,29.7,41.7,30.4,66.7,5.0,4.0,CHAMPS,3.0,121.5,91.2,53.9,44.4,18.9,18.5,38.5,26.1,30.8,37.8,76.1,73.5,53.6,44.4,36.3,29.7
35,Sr,'6-7',JT Shumate,Toledo,MAC,73.5,4.8,5.2,135.2,21.1,61.6,65.6,6.7,11.9,7.9,7.3,3.9,1.1,33.0,140-228,0.614,7.5,'55-133',0.414,2023,88.0,MAC,35.0,'27-8',119.9,109.6,0.7369,56.3,52.9,13.6,18.3,29.8,30.9,34.4,27.5,54.6,52.1,39.7,36.1,35.5,37.9,69.5,-1.2,,,5.0,119.9,109.6,56.3,52.9,13.6,18.3,29.8,30.9,34.4,27.5,77.0,74.6,54.6,52.1,39.7,36.1
36,Jr,'6-3',Jordan Dingle,Penn,Ivy,79.6,4.8,5.7,112.7,32.2,54.6,59.7,2.5,9.4,15.7,15.2,0.5,1.9,35.5,141-254,0.555,13.6,'77-216',0.356,2023,119.0,Ivy,30.0,'17-13',109.9,104.9,0.6313,53.3,49.3,18.9,14.9,30.1,27.9,29.5,31.2,52.7,49.1,36.2,33.0,38.3,43.8,66.9,-6.0,,,73.0,109.9,104.9,53.3,49.3,18.9,14.9,30.1,27.9,29.5,31.2,74.1,68.4,52.7,49.1,36.2,33.0
37,Sr,'6-7',Jaime Jaquez Jr.,UCLA,P12,83.1,4.8,9.5,113.1,27.2,51.1,54.3,9.0,20.2,14.6,11.9,2.2,2.8,24.9,228-439,0.519,5.0,'33-104',0.317,2023,4.0,P12,37.0,'31-6',114.9,88.5,0.9528,51.1,46.8,14.9,23.3,33.0,28.2,27.4,27.5,50.6,46.9,34.9,31.1,29.0,38.8,66.1,8.4,2.0,Sweet Sixteen,23.0,114.9,88.5,51.1,46.8,14.9,23.3,33.0,28.2,27.4,27.5,73.1,69.7,50.6,46.9,34.9,31.1
38,Sr,'6-10',KJ Williams,LSU,SEC,82.1,4.8,7.2,118.3,24.4,55.6,58.7,9.8,17.7,7.5,10.9,2.9,2.2,27.6,157-298,0.527,7.8,'58-141',0.411,2023,143.0,SEC,33.0,'14-19',105.9,104.2,0.5459,47.3,51.8,18.4,17.5,31.7,28.8,33.7,30.3,46.2,52.1,32.7,34.3,38.9,41.6,65.8,-7.3,,,142.0,105.9,104.2,47.3,51.8,18.4,17.5,31.7,28.8,33.7,30.3,72.2,72.2,46.2,52.1,32.7,34.3
